Time Stamp,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Transformed accelerometer X,Transformed accelerometer Y,Transformed accelerometer Z,Transformed gyroscope X,Transformed gyroscope Y,Transformed gyroscope Z,Gravity X,Gravity Y,Gravity Z, Universal Time Stamp
63.90,0.24193370,0.23121166,-0.33704621,1.38532090,3.07348108,0.43773708,-0.25519346,-0.05640965,-0.39659191,-0.04811694,2.24414142,-2.55314076,0.84026539,0.48614973,-0.24002619,1689771179757
63.93,0.23891670,0.22475526,-0.50896043,2.58274484,3.07227421,0.21944751,-0.42719602,-0.13384587,-0.40770783,0.11088129,1.74154890,-3.62109233,0.86452264,0.46541491,-0.18970925,1689771179757
63.97,0.24981123,0.13635570,-0.56030154,3.61473489,3.03151536,-0.05163081,-0.45966654,-0.22282816,-0.36604730,0.09110919,1.24762653,-4.54908635,0.88188761,0.44646895,-0.15146017,1689771179757
64.00,0.24238288,-0.04229739,-0.42780054,3.53337049,2.60397577,-0.15588076,-0.29576845,-0.30495300,-0.25115040,-0.00095409,0.87897745,-4.30314925,0.89163524,0.43518054,-0.12491874,1689771179757
64.03,0.27829033,-0.25589433,-0.33607006,2.29097629,0.68357849,0.09667725,-0.13739912,-0.45267700,-0.17909640,0.48316233,-0.17222010,-2.33711206,0.89805567,0.42512935,-0.11296574,1689771179757
64.07,0.41105241,-0.77318799,-0.86019373,-0.73922241,-0.38837388,0.63213640,-0.41856246,-1.14084077,-0.17321899,0.49711680,0.15952317,0.90791394,0.90657455,0.40175828,-0.12927787,1689771179757
64.10,-0.03469497,-0.34120762,-0.50318515,-0.68659037,-0.53867245,-1.05279839,-0.34797548,-0.48782013,0.10847242,-0.96293392,-0.66799878,0.70462379,0.89788473,0.42020211,-0.13127539,1689771179757
64.13,0.00006676,0.09410122,-0.25342202,0.00603216,0.24040489,0.54780787,-0.25865603,-0.02866943,-0.07316344,0.41147614,0.43279853,-0.03601643,0.89570081,0.42503318,-0.13064185,1689771179757
64.17,-0.06763166,-0.02653307,-0.08035981,0.03132939,0.38357720,0.12265144,-0.08226265,-0.03328804,0.06213298,-0.00890623,0.36500082,-0.17277573,0.90106690,0.41601342,-0.12252117,1689771179757
64.20,0.09060603,-0.06457129,0.05048895,-0.01569396,-0.00309201,0.44915140,0.09111023,-0.06434423,-0.04986767,0.40364073,0.18574887,0.06756003,0.90565580,0.40784806,-0.11596455,1689771179757
64.23,0.02266061,-0.05088493,0.07251078,0.06486198,-0.34590006,0.50435078,0.08823978,-0.02245841,0.00836386,0.58691391,-0.11960687,0.13946288,0.91055185,0.39469576,-0.12292596,1689771179757
64.27,-0.03749800,-0.01498502,0.07213959,-0.05659519,-0.22684579,0.59362656,0.06099003,0.02576771,0.04950770,0.59875521,0.04432750,0.21582815,0.91600752,0.37902895,-0.13140485,1689771179758
64.30,-0.00277919,-0.00094917,0.07879382,-0.20292071,-0.21192844,0.62724054,0.07222792,0.02854662,0.01361282,0.58962920,0.09973387,0.34915860,0.92199934,0.36256701,-0.13587709,1689771179758
64.33,0.00896853,0.03716680,0.06522636,-0.29065448,-0.24971467,0.63365191,0.05225973,0.05329431,-0.01203831,0.58704661,0.07726005,0.44470143,0.92786038,0.34566084,-0.13997935,1689771179758
64.37,-0.01712781,0.07374975,0.04878223,-0.20747666,-0.13823855,0.55980635,0.02158350,0.08743228,-0.00135773,0.51014300,0.11540436,0.31933612,0.93312836,0.32981452,-0.14315797,1689771179758
64.40,-0.01969135,0.08557644,0.04929407,-0.12268709,-0.05859654,0.44392058,0.01949392,0.09878666,-0.00147164,0.40300717,0.11862652,0.19764648,0.93767542,0.31611094,-0.14435647,1689771179758
64.43,-0.01425844,0.09447992,0.06938601,-0.14240976,-0.04492987,0.29955533,0.03828748,0.11157258,-0.00545939,0.26090119,0.08626311,0.19110696,0.94094008,0.30607831,-0.14473408,1689771179758
64.47,-0.00806528,0.10167485,0.07223649,-0.15870480,-0.03233138,0.13400452,0.04112331,0.11735858,-0.01252087,0.09887450,0.04979749,0.17870027,0.94274253,0.30059239,-0.14450224,1689771179758
64.50,0.00069630,0.10657141,0.06221424,-0.09619189,-0.03034369,-0.00464586,0.03254390,0.11667886,-0.02356904,-0.01832312,-0.00563052,0.09913508,0.94315159,0.29932749,-0.14445929,1689771179758
64.53,-0.01070261,0.10197628,0.05444211,-0.00094804,0.02031664,-0.11463925,0.02360865,0.11294624,-0.01278387,-0.11330513,-0.01560608,-0.02177658,0.94252646,0.30134386,-0.14434707,1689771179758
64.57,-0.01920968,0.08394119,0.03521687,0.08949933,0.10094034,-0.21035989,0.00763717,0.09268317,-0.00262045,-0.20332755,0.00558886,-0.14517932,0.94113058,0.30645475,-0.14268468,1689771179758
64.60,-0.01704997,0.05860955,0.01910055,0.16784886,0.14806874,-0.25337142,-0.00110750,0.06394783,0.00024329,-0.23833344,0.01205979,-0.23947108,0.93900138,0.31442186,-0.13933997,1689771179758
64.63,-0.01607472,0.03642040,0.00745064,0.19971387,0.16408628,-0.28033966,-0.00639387,0.03976265,0.00429002,-0.26078758,0.00510117,-0.27814399,0.93650031,0.32332060,-0.13576195,1689771179758
64.67,-0.01076597,0.01399732,-0.00263731,0.19222246,0.14933644,-0.28830519,-0.00878107,0.01470464,0.00504508,-0.26586901,-0.01390531,-0.26737809,0.93366337,0.33271268,-0.13257097,1689771179758
64.70,-0.01019305,0.00112882,-0.00688416,0.16593024,0.14562693,-0.27221718,-0.00909874,0.00152859,0.00821222,-0.25573745,-0.00841273,-0.23951999,0.93129003,0.34021008,-0.13021624,1689771179758
64.73,-0.00281793,-0.00945312,-0.01348715,0.14273342,0.12385284,-0.26113573,-0.01049386,-0.01231769,0.00416638,-0.24448447,-0.02065279,-0.20905748,0.92914855,0.34674844,-0.12825190,1689771179758
64.77,0.00256985,-0.01786709,-0.02021892,0.12606648,0.13674782,-0.23595552,-0.01294295,-0.02377467,0.00137370,-0.22862274,0.00167520,-0.19492708,0.92705691,0.35304147,-0.12620458,1689771179758
64.80,0.01257485,-0.01753554,-0.02300596,0.15088455,0.14411399,-0.22307533,-0.01310998,-0.02749246,-0.00819692,-0.21296321,0.00306563,-0.21894033,0.92519999,0.35866082,-0.12396684,1689771179758
64.83,0.02416313,-0.02335557,-0.01683104,0.18374839,0.13356780,-0.19311166,-0.00276173,-0.03395338,-0.01587969,-0.17425374,-0.00734424,-0.24182150,0.92356044,0.36351958,-0.12202410,1689771179758
64.87,0.02309477,-0.03700459,-0.02277559,0.19806071,0.11546282,-0.20209557,-0.00420830,-0.04790753,-0.01042086,-0.17338102,-0.03286506,-0.24952202,0.92188221,0.36813536,-0.12087078,1689771179758
64.90,0.01816106,-0.04215550,-0.02244230,0.20026557,0.11117505,-0.21021257,-0.00329746,-0.05085399,-0.00368313,-0.17853333,-0.04237601,-0.25096940,0.92004114,0.37295061,-0.12013599,1689771179758
64.93,0.01772106,-0.04645249,-0.01896154,0.19201022,0.09964201,-0.20543742,0.00136390,-0.05318441,-0.00098396,-0.17205415,-0.05019160,-0.23849353,0.91811585,0.37785792,-0.11952734,1689771179758
64.97,0.02230030,-0.04908040,-0.01213866,0.15785863,0.08452976,-0.19550057,0.00982700,-0.05428974,-0.00309691,-0.16614433,-0.05078651,-0.20025456,0.91619170,0.38263738,-0.11908704,1689771179758
65.00,0.02250516,-0.05554286,-0.01100773,0.10032968,0.07076624,-0.17377076,0.01319745,-0.05948399,-0.00037897,-0.15594150,-0.03774580,-0.13974149,0.91435421,0.38716191,-0.11858530,1689771179758
65.03,0.01430809,-0.05273274,-0.00949264,0.05638705,0.05985526,-0.13861875,0.01181789,-0.05379962,0.00644296,-0.13128257,-0.02054823,-0.09121385,0.91278565,0.39106569,-0.11785735,1689771179758
65.07,0.00791484,-0.05549762,-0.01226757,-0.00430530,0.04404279,-0.08733934,0.00864274,-0.05518392,0.01315909,-0.09489027,0.00500424,-0.02360633,0.91203767,0.39305228,-0.11703554,1689771179758
65.10,0.00171548,-0.04845431,-0.01397061,-0.06534029,0.03782826,-0.01900008,0.00326015,-0.04778860,0.01586071,-0.04611676,0.04611307,0.04252250,0.91213363,0.39310440,-0.11611068,1689771179758
65.13,-0.00554645,-0.04100695,-0.00375145,-0.11940456,0.04486579,0.00851524,0.00835054,-0.03503522,0.02071735,-0.03677488,0.08037293,0.09236178,0.91274261,0.39221832,-0.11430594,1689771179758
65.17,0.01061678,-0.01670498,-0.00688398,-0.11226109,0.00670620,0.06123342,0.00171572,-0.02050797,-0.00395488,0.02577721,0.06568326,0.10685645,0.91373032,0.39039254,-0.11265355,1689771179758
65.20,0.00035864,-0.01253811,-0.00727892,-0.14493708,0.02348860,0.05635413,-0.00256603,-0.01377880,0.00372499,0.00823230,0.08846556,0.12977031,0.91483325,0.38808724,-0.11166348,1689771179758
65.23,0.00135398,-0.01003712,-0.01692092,-0.18570931,0.00684957,0.05410769,-0.01196329,-0.01565743,0.00078698,0.00203347,0.08608301,0.17334384,0.91577572,0.38648653,-0.10946780,1689771179758
65.27,0.00390226,0.00490090,-0.02375025,-0.16287379,-0.00306649,0.06222076,-0.02238828,-0.00614256,-0.00802213,0.01866700,0.07319058,0.15717309,0.91659963,0.38502198,-0.10771962,1689771179758
65.30,-0.00067526,0.00717109,-0.01785647,-0.18199846,-0.02975700,0.05869183,-0.01882237,-0.00042215,-0.00403413,0.01969574,0.05463734,0.18460902,0.91725558,0.38380468,-0.10647227,1689771179759
65.33,0.00442398,0.00701162,-0.02074541,-0.18974443,-0.06702980,0.05451347,-0.02021081,-0.00325292,-0.00894696,0.02605094,0.02288531,0.20558519,0.91784805,0.38243830,-0.10628419,1689771179759
65.37,-0.01090831,0.00672626,-0.02194369,-0.18277334,-0.05161063,0.04170073,-0.02487593,0.00091775,0.00510931,0.01108762,0.02900759,0.19194876,0.91808927,0.38179284,-0.10652021,1689771179759
65.40,-0.00680900,0.00968882,-0.01893689,-0.19033059,-0.03879150,0.03719932,-0.02207539,0.00334922,0.00054896,0.00122575,0.04075523,0.19352471,0.91832358,0.38134807,-0.10609379,1689771179759
65.43,0.00052488,0.00392070,-0.01472312,-0.20098281,-0.06078460,0.04048562,-0.01464009,-0.00236823,-0.00353228,0.00879805,0.02621185,0.21204593,0.91854268,0.38092107,-0.10572990,1689771179759
65.47,-0.00173759,0.01043114,-0.00526471,-0.19246952,-0.07151439,0.03576619,-0.00854541,0.00761110,-0.00293123,0.00986184,0.01229830,0.20782094,0.91866904,0.38054469,-0.10598729,1689771179759
65.50,-0.00592822,0.00851017,-0.00351317,-0.20265658,-0.06304362,0.02711901,-0.00732082,0.00793358,0.00183660,-0.00317140,0.01955160,0.21304297,0.91872454,0.38039044,-0.10606039,1689771179759
65.53,-0.00905401,0.00765097,-0.00136454,-0.18800309,-0.05900801,0.01395121,-0.00581536,0.00899214,0.00526283,-0.01303875,0.01344727,0.19664920,0.91872227,0.38045624,-0.10584387,1689771179759
65.57,-0.01112533,0.00687128,-0.00722863,-0.14444117,-0.02440227,0.02015673,-0.01144576,0.00673849,0.00684308,-0.00791685,0.03217626,0.14410770,0.91867262,0.38071713,-0.10533562,1689771179759
65.60,-0.00954103,0.00874111,-0.00415121,-0.11549757,0.00116656,0.02776148,-0.00882913,0.00903605,0.00500671,-0.00205017,0.04816692,0.10857023,0.91882759,0.38066295,-0.10417105,1689771179759
65.63,-0.00551820,0.00981522,0.00241798,-0.10191031,-0.00712399,0.03966588,-0.00217862,0.01119649,0.00158992,0.01485688,0.04117178,0.10046891,0.91915363,0.38016871,-0.10309565,1689771179759
65.67,-0.01116717,0.00766253,-0.00291230,-0.07456675,0.01233906,0.03498064,-0.00770621,0.00909139,0.00706134,0.01088186,0.04761644,0.06745634,0.91947740,0.37960544,-0.10228197,1689771179759
65.70,-0.01222616,0.00751060,-0.00596464,-0.04077329,0.03214565,0.02559067,-0.01069755,0.00814085,0.00779450,0.00390917,0.05056826,0.02789724,0.91977334,0.37922323,-0.10103016,1689771179759
65.73,-0.01531261,0.00886872,-0.01113452,-0.00921926,0.04543562,0.03635797,-0.01657916,0.00834751,0.00962073,0.01693822,0.05619998,-0.00509424,0.92014384,0.37865865,-0.09976656,1689771179759
65.77,-0.01051927,0.00772858,-0.01674385,-0.00639005,0.06287982,0.02923816,-0.02026431,0.00372758,0.00511913,0.00553449,0.06777564,-0.01501354,0.92059952,0.37796775,-0.09817029,1689771179759
65.80,0.00394058,0.00839326,-0.01499379,-0.04334311,0.02195440,0.01586767,-0.01557375,0.00039060,-0.00825193,-0.00218484,0.03883306,0.03316058,0.92086428,0.37763864,-0.09694482,1689771179759
65.83,0.00358772,0.01153269,-0.02093130,-0.03542804,0.00949453,0.00407852,-0.02212018,0.00098994,-0.00968049,-0.00728434,0.02103620,0.02943370,0.92089671,0.37765783,-0.09656154,1689771179759
65.87,-0.00019109,0.01193652,-0.02327566,-0.02478013,0.01138609,0.00129929,-0.02526370,0.00164876,-0.00658030,-0.00803403,0.01825733,0.01864164,0.92083019,0.37783378,-0.09650600,1689771179759
65.90,0.00621074,0.00704381,-0.01764609,-0.03445143,-0.01468799,0.00428809,-0.01707703,-0.00251310,-0.01008128,0.00080303,-0.00022016,0.03768730,0.92082202,0.37788954,-0.09636776,1689771179759
65.93,-0.00158477,0.00011420,-0.01800144,-0.04496489,-0.04282935,-0.00401631,-0.01696985,-0.00620368,-0.00033863,-0.00035283,-0.02450941,0.05719694,0.92063707,0.37805945,-0.09746198,1689771179759
65.97,-0.01096517,0.00054798,-0.02143252,-0.02725450,-0.01225741,-0.03493703,-0.02240940,-0.00416275,0.00777037,-0.03450647,-0.01524250,0.02627961,0.92022127,0.37878537,-0.09856278,1689771179759
66.00,0.01075667,-0.00983444,-0.00707167,-0.05569110,-0.05542352,-0.03901420,-0.00089710,-0.01464929,-0.00685742,-0.03110119,-0.04526399,0.06840511,0.91966343,0.37996671,-0.09922118,1689771179759
66.03,0.01500440,-0.00608137,-0.00505245,-0.10098188,-0.07985412,-0.05182729,0.00078870,-0.01197997,-0.01197917,-0.04574085,-0.05693265,0.11801074,0.91892523,0.38129482,-0.10095051,1689771179759
66.07,0.01599520,-0.01611802,-0.00337522,-0.15734439,-0.08649640,-0.06706785,0.00581354,-0.02036863,-0.00885160,-0.07102997,-0.05046213,0.17071994,0.91796476,0.38322905,-0.10235308,1689771179759
66.10,0.01511681,-0.02153063,-0.00075221,-0.17998888,-0.10236609,-0.07481650,0.00980502,-0.02376358,-0.00563963,-0.07865070,-0.05976583,0.19675984,0.91692072,0.38545257,-0.10335870,1689771179760
66.13,0.02096552,-0.01991558,-0.00620186,-0.15006866,-0.08720280,-0.04894191,0.00575553,-0.02635039,-0.01213165,-0.05282361,-0.04606182,0.16615720,0.91597003,0.38751489,-0.10407355,1689771179760
66.17,0.02037448,-0.02574006,-0.01260602,-0.18420529,-0.08585564,-0.05441783,0.00168657,-0.03368507,-0.00995256,-0.06667408,-0.03588822,0.19629234,0.91521835,0.38909745,-0.10478001,1689771179760
66.20,0.04722250,-0.04158080,-0.01658756,-0.30003026,-0.15601879,-0.03090436,0.00974307,-0.05758664,-0.02868668,-0.05068930,-0.04953605,0.33210221,0.91458493,0.39057967,-0.10479627,1689771179760
66.23,0.03730202,-0.04139891,-0.02051811,-0.41759631,-0.25289381,-0.01307896,0.00379768,-0.05576419,-0.02005581,-0.03260207,-0.08782409,0.47930893,0.91383940,0.39181679,-0.10666408,1689771179760
66.27,0.04536903,-0.02674910,-0.09748383,-0.44056839,-0.21745509,-0.16767842,-0.06891689,-0.07624658,-0.04139904,-0.19211550,-0.10984961,0.46960406,0.91221178,0.39508089,-0.10854051,1689771179760
66.30,0.18226933,-0.03584343,-0.10389189,-0.67130917,-0.38715339,-0.38207296,-0.03584119,-0.13286572,-0.16236532,-0.39072835,-0.26234239,0.72459045,0.90826112,0.40402254,-0.10875473,1689771179760
66.33,0.20329702,-0.01933467,-0.02777332,-0.94082338,-0.91465253,-0.67514032,0.03760357,-0.09704674,-0.17788414,-0.55551586,-0.73393903,1.15338110,0.89924222,0.42175457,-0.11613251,1689771179760
66.37,0.06014085,-0.00845307,-0.07845841,-0.60309833,-0.86240363,-0.84720808,-0.04810762,-0.06288439,-0.05979389,-0.63450364,-0.87819537,0.80709800,0.88569057,0.44535783,-0.13118224,1689771179760
66.40,0.03625512,0.00384334,-0.12578873,0.00280848,-0.67582428,-0.89195967,-0.09855820,-0.06898544,-0.05176196,-0.53409866,-0.96587199,0.18484675,0.87036109,0.47018602,-0.14627567,1689771179760
66.43,0.13272208,0.14507857,-0.21517132,0.33500659,-0.67086846,-0.81312513,-0.18626846,-0.03831086,-0.22090264,-0.32819471,-1.05214656,-0.09349994,0.85458267,0.49130431,-0.16825169,1689771179760
66.47,0.12595874,0.07201564,-0.06105022,-0.10876897,-0.99223477,-0.86732197,-0.02541237,-0.02035905,-0.15400879,-0.41426548,-1.17866496,0.43329081,0.83796954,0.51137352,-0.19053689,1689771179760
66.50,0.08125824,0.05759335,0.03992963,-0.26315796,-1.33582139,-1.20856738,0.04858837,0.03600079,-0.08864188,-0.62161450,-1.57273672,0.67409246,0.81476855,0.53850645,-0.21485661,1689771179760
66.53,0.07420492,0.24644774,-0.00587444,-0.22653368,-1.38924503,-1.43337357,-0.05578484,0.15117756,-0.20077541,-0.73532527,-1.76214108,0.62452752,0.78227103,0.57333058,-0.24360697,1689771179760
66.57,0.03477728,0.22706348,0.02515680,0.00613978,-1.39463985,-1.45012951,-0.04246655,0.16416602,-0.15699126,-0.58193475,-1.87349219,0.44644436,0.74595404,0.60740912,-0.27314287,1689771179760
66.60,-0.03836620,0.10366845,0.05744022,0.12578021,-1.30448270,-1.49819255,-0.01891861,0.12124049,-0.02147841,-0.53027964,-1.89727136,0.28502909,0.70635027,0.63822901,-0.30615872,1689771179760
66.63,-0.10338026,0.00330245,0.10475218,-0.04596838,-1.13887095,-1.52503037,-0.00050763,0.10689382,0.10121688,-0.66382194,-1.76104124,0.28797911,0.66487324,0.66951847,-0.33119285,1689771179760
66.67,-0.11308187,-0.01199418,0.16680261,-0.04692613,-0.93587297,-1.41281283,0.02739379,0.14560819,0.13712154,-0.61173495,-1.56954298,0.19082857,0.62353414,0.69955510,-0.34903857,1689771179760
66.70,-0.14117634,-0.10287172,0.23295766,-0.03892802,-0.83579457,-1.12972832,0.06286566,0.14883548,0.24223652,-0.43186638,-1.32052521,0.21461272,0.58621424,0.72315669,-0.36523634,1689771179760
66.73,-0.20564258,-0.19291663,0.24355048,0.17158666,-0.43700752,-0.83497941,0.03433298,0.12524707,0.34922335,-0.20196318,-0.93226628,-0.08774190,0.55763239,0.73931855,-0.37743133,1689771179760
66.77,-0.19384754,-0.21724218,0.21965617,0.46179044,-0.09978580,-0.63958782,0.02757775,0.09054846,0.35222196,0.05045391,-0.67156121,-0.42277670,0.53791803,0.74772912,-0.38928828,1689771179760
66.80,-0.11280257,-0.17099822,0.19077778,0.47623309,0.19877857,-0.44316214,0.05811928,0.07301889,0.26391544,0.09285716,-0.34854929,-0.57671007,0.52599537,0.75093895,-0.39927411,1689771179760
66.83,-0.02148867,-0.19100326,0.19451803,0.33260563,0.40099731,-0.23584007,0.13789782,0.03789501,0.23308675,0.03217493,-0.03045751,-0.57016050,0.52296883,0.75104648,-0.40302959,1689771179760
66.87,0.04096562,-0.05836821,0.14944443,0.12578543,0.32201564,-0.26552016,0.12726518,0.06624693,0.08266550,-0.12712973,-0.04318964,-0.41471639,0.52129030,0.75273454,-0.40205392,1689771179760
66.90,0.11586154,0.08178514,0.02154714,0.18605345,0.43169010,-0.12332997,0.08159402,0.03228424,-0.11347743,-0.03575527,0.11127788,-0.47172164,0.52174234,0.75367922,-0.39969072,1689771179760
66.93,0.13674784,-0.04497451,0.05873013,0.11335015,0.34129485,-0.27482462,0.15338287,-0.02096609,-0.01435353,-0.14922718,-0.03766841,-0.42564227,0.52310330,0.75496590,-0.39546132,1689771179760
66.97,0.17890429,0.00338578,0.00874901,0.22367692,0.01843849,-0.28718486,0.14811590,-0.04172934,-0.09173384,0.02683588,-0.26999839,-0.24336638,0.51773584,0.75865334,-0.39546800,1689771179760
67.00,0.09250760,0.00427574,-0.02111539,1.12753880,0.06243547,-0.08246274,0.06315220,-0.03877776,-0.05941282,0.85678392,-0.33466166,-0.66027640,0.51389199,0.75368923,-0.40971670,1689771179760
67.03,-0.00221497,-0.02455074,-0.03681430,1.66159070,0.45686233,-0.17775220,-0.01428851,-0.04182667,0.00305053,1.14403133,-0.28370947,-1.26960778,0.51463568,0.73638833,-0.43918383,1689771179760
67.07,0.05569732,-0.09524804,0.02948436,0.76259142,0.50688320,-0.20005886,0.08512006,-0.05421857,0.05346617,0.38923619,-0.01375396,-0.85252907,0.51763648,0.72183478,-0.45935518,1689771179760
67.10,0.10960066,-0.15625286,0.05652827,-0.53125280,0.12632826,-0.19391434,0.15894118,-0.08718679,0.08221236,-0.56637965,0.07715826,0.09514114,0.51755089,0.72445947,-0.45530164,1689771179760
67.13,0.06986666,-0.08002722,-0.01795810,-0.86734056,0.03309596,-0.08550207,0.06883077,-0.08150691,0.01507142,-0.75965971,0.18691043,0.38557389,0.51576579,0.73673487,-0.43727282,1689771179760
67.17,0.02568197,-0.02339309,-0.06886140,-0.48158571,0.10619711,-0.07088000,-0.00820843,-0.07261051,-0.02467849,-0.45702588,0.14186418,0.13866685,0.51460129,0.74733096,-0.42033559,1689771179760
67.20,0.01828426,-0.01453280,-0.05935836,-0.18467771,0.11544858,0.01462229,-0.01177653,-0.05834548,-0.02293576,-0.17404642,0.13094335,0.01448181,0.51562089,0.75150168,-0.41155860,1689771179761
67.23,0.01205873,-0.02195996,-0.05681074,-0.35131735,0.07087675,0.03748623,-0.01353650,-0.05925425,-0.01268107,-0.28464970,0.16801681,0.14351834,0.51742136,0.75392395,-0.40481362,1689771179761
67.27,0.00343663,-0.02113008,-0.04435265,-0.57103592,0.00798479,0.03553218,-0.01426573,-0.04703115,-0.00316364,-0.44446475,0.19317646,0.30420760,0.51890236,0.75922811,-0.39282712,1689771179761
67.30,0.00692159,0.05378914,-0.05636379,-0.40858829,0.03918825,0.01091512,-0.03922467,-0.01412003,-0.06618237,-0.33422732,0.14861837,0.18655811,0.51979661,0.76493633,-0.38037348,1689771179761
67.33,-0.00780505,0.05581701,-0.04464725,-0.10534001,0.05362427,-0.05369081,-0.04573515,-0.00018778,-0.05548058,-0.12811553,0.01999562,-0.00643197,0.52022576,0.76812696,-0.37329119,1689771179761
67.37,-0.01373386,0.07034659,-0.05333257,-0.00607566,0.01747421,-0.11637934,-0.05915933,0.00284209,-0.06688588,-0.07029032,-0.07795196,-0.05356468,0.51829642,0.77021420,-0.37167072,1689771179761
67.40,-0.05298626,0.00480568,-0.03298691,-0.05599161,0.04709779,-0.11784630,-0.06111041,-0.00735729,0.01140890,-0.11961359,-0.04815318,-0.05113584,0.51593798,0.77243108,-0.37034884,1689771179761
67.43,-0.07645595,0.01246989,-0.01083457,-0.15654548,0.08325247,-0.16500749,-0.07089808,0.02086760,0.02562038,-0.23534967,-0.03581742,-0.04463824,0.51355934,0.77596694,-0.36624083,1689771179761
67.47,-0.04946119,0.05729771,0.00140032,-0.10225455,0.12104099,-0.20613354,-0.05604486,0.04722711,-0.01897289,-0.22325819,-0.06405001,-0.11683891,0.51015460,0.78034866,-0.36166054,1689771179761
67.50,-0.02371234,0.06287867,0.02400568,0.11175571,0.15073022,-0.28503862,-0.02543421,0.06020845,-0.02864120,-0.09718432,-0.17328706,-0.27745767,0.50544763,0.78383142,-0.36073685,1689771179761
67.53,-0.00887373,0.06208044,0.03153726,0.24185702,0.18566996,-0.32261869,-0.00938113,0.06128193,-0.03292177,-0.01713606,-0.22191383,-0.38407237,0.49965751,0.78632331,-0.36337036,1689771179761
67.57,0.00287011,0.02494913,0.05605549,0.17108628,0.17635369,-0.36744463,0.02289932,0.05699231,-0.00064169,-0.09105745,-0.24302984,-0.35781523,0.49343738,0.78941238,-0.36516824,1689771179761
67.60,0.01149374,0.01723903,0.07498658,0.12005607,0.18656275,-0.37610447,0.04110893,0.06554749,0.00811541,-0.13651526,-0.23195780,-0.34385005,0.48653802,0.79364347,-0.36525473,1689771179761
67.63,0.02235842,0.01386988,0.05826619,0.17988816,0.22130878,-0.38996956,0.04265663,0.04761747,-0.00045852,-0.09943096,-0.24308402,-0.40550860,0.47965592,0.79747051,-0.36602095,1689771179761
67.67,0.03370371,-0.00601810,0.03609848,0.16624568,0.20179892,-0.40588364,0.04692279,0.01639945,0.00213736,-0.10861640,-0.26432570,-0.38914825,0.47253728,0.80135190,-0.36680239,1689771179761
67.70,0.05765295,-0.00234050,0.03329372,0.04031029,0.10628197,-0.40070435,0.06465963,0.00982974,-0.01266182,-0.18113781,-0.27836190,-0.25137324,0.46416727,0.80623448,-0.36679000,1689771179761
67.73,0.03826770,-0.04033589,0.03323686,0.01832725,0.08151027,-0.37185708,0.05851502,-0.00427931,0.02745488,-0.17597059,-0.26449691,-0.21055459,0.45567471,0.81146920,-0.36589396,1689771179761
67.77,0.03957266,-0.02346045,0.03532910,0.03843615,0.11831302,-0.28759536,0.05587338,0.00619538,0.01429392,-0.12790050,-0.18430247,-0.21877034,0.44843408,0.81583405,-0.36513281,1689771179761
67.80,0.01566893,-0.05295682,0.04145452,0.02385041,0.17258795,-0.25190377,0.04592100,0.00285143,0.05149319,-0.13741358,-0.12490774,-0.24357035,0.44389540,0.81888688,-0.36384243,1689771179761
67.83,0.03102419,-0.01244485,0.03622606,0.02805083,0.20551051,-0.21005741,0.04586499,0.01525413,0.00966523,-0.12305395,-0.07651267,-0.25719462,0.44031993,0.82181668,-0.36157417,1689771179761
67.87,0.02017274,-0.01561582,0.02284229,0.07918965,0.28123030,-0.22308080,0.03147016,0.00566421,0.01225191,-0.10420590,-0.06421720,-0.34661767,0.43759111,0.82425529,-0.35932931,1689771179761
67.90,0.02591038,-0.01764345,0.01864162,0.11280318,0.33742818,-0.21674827,0.03508452,-0.00023759,0.00995835,-0.08676145,-0.04120040,-0.40538516,0.43545449,0.82617605,-0.35750899,1689771179761
67.93,0.02315545,-0.05130941,0.00442541,0.06237165,0.35560000,-0.19974852,0.03547316,-0.02781152,0.03400865,-0.12740189,-0.00642163,-0.39238829,0.43412012,0.82814956,-0.35455379,1689771179761
67.97,0.01603046,-0.07756817,-0.02043268,0.02982071,0.36058521,-0.13787277,0.02560909,-0.05923376,0.05026756,-0.13021082,0.05426968,-0.36058261,0.43364620,0.83003998,-0.35069177,1689771179761
68.00,0.01228088,-0.04254478,-0.06921777,0.13182415,0.35370106,-0.06183917,-0.00813002,-0.08155351,0.00590819,-0.00824252,0.08600968,-0.37261310,0.43461862,0.83063054,-0.34807977,1689771179761
68.03,0.00985688,-0.02756613,-0.11298484,0.21389447,0.34602395,-0.02064354,-0.03357280,-0.10983226,-0.02079341,0.08134364,0.09494121,-0.38765829,0.43765303,0.82901871,-0.34812069,1689771179761
68.07,0.04377344,-0.05377465,-0.09531772,-0.00798736,0.11387873,0.00196184,0.01005452,-0.11717166,-0.00793749,-0.03675552,0.05978993,-0.09005668,0.44022027,0.82768512,-0.34805712,1689771179761
68.10,0.08369723,-0.08156747,-0.15278384,-0.03222122,-0.09860078,0.11568881,0.02635635,-0.18923077,-0.02232570,0.05017524,0.05610691,0.13593631,0.44094583,0.82792044,-0.34657544,1689771179761
68.13,-0.00621036,-0.06985867,-0.07806930,-0.05431611,-0.14106146,0.10924876,-0.02089823,-0.09728432,0.03335629,0.04024508,0.03550610,0.17861556,0.44267288,0.82657236,-0.34759009,1689771179761
